authorMeta/fans,authorMeta/heart,authorMeta/verified,videoMeta/duration,playCount,diggCount,shareCount,commentCount,hashtags/0/name,videoMeta/coverUrl,hashtags_cleaned
39700000,1000000000,True,37,14600000,1600000,295800,13300,squidgame2,https://p19-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oAAMAf4kDDCmFALCb5EDQEExuCSIoeXg4tVn8A?lk3s=b59d6b55&x-expires=1725267600&x-signature=%2B%2FeBjIlzxwVPPqD7KdpYEFWrPOI%3D&shp=b59d6b55&shcp=-,
39700000,1000000000,True,55,2500000,192100,54700,942,jimmycarr,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oYAExEsWIzvCSpHCOeHDfDaVFhAFAAhgAkQmQC?lk3s=b59d6b55&x-expires=1725267600&x-signature=ewMlvMxpie9qhge7c7HTHVBRIh4%3D&shp=b59d6b55&shcp=-,
10400000,304100000,True,28,865500,191400,8893,992,hierarchy,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYA2Ei9wXnYYAgBAAnKZ2ElAAkCaB0M6AIivN?lk3s=b59d6b55&x-expires=1725267600&x-signature=q6eB0IFeZ1pC4oc4O0PU8ZBDpoM%3D&shp=b59d6b55&shcp=-,
890600,18400000,True,83,9500000,332500,24600,3411,agaklaen,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/5e0e0f066b2b40b0ac3227f36260f7ac_1717582684?lk3s=b59d6b55&x-expires=1725267600&x-signature=OhEyFnq%2BU4PlyJZcFSScUnCuyNk%3D&shp=b59d6b55&shcp=-,
5700000,105900000,True,107,1700000,231600,38400,1871,strangerthings,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/okCEWIVgEo7CPulCCVWDfDKVIFAFAASQAPamIf?lk3s=b59d6b55&x-expires=1725267600&x-signature=xnFArg5o95tr%2FbyiYsr9Uw%2BHGuM%3D&shp=b59d6b55&shcp=-,
14200000,231900000,True,22,3100000,219700,14200,6092,truebeauty,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oYQREiB5KBgUMIAKvqiE8BBAAApoJxAWNzfRWB?lk3s=b59d6b55&x-expires=1725267600&x-signature=urx1pu8gTykgi3sL%2BblgbP0fRWI%3D&shp=b59d6b55&shcp=-,
10400000,304100000,True,226,2600000,192100,1699,712,sweethome,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/osA3D2afVmEEEUB4CbDe1LFkAvnngA4I1bQAQC?lk3s=b59d6b55&x-expires=1725267600&x-signature=SjQs5Rea7dp6QcK4b6QwthGFLh4%3D&shp=b59d6b55&shcp=-,
1100000,20000000,True,29,1600000,284400,4165,661,ウルトラマンライジング,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast8-p-0068-tx2/os1GA5lABhViZiIlaDAAhsEr2IBA5XnRncAgv?lk3s=b59d6b55&x-expires=1725267600&x-signature=2QR7tnjOX8udYJo8V9xtsiwe1Os%3D&shp=b59d6b55&shcp=-,
4800000,123900000,True,48,8100000,345900,4765,850,thewhirlwind,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oQSYEF6hgRiVAEJFmAICAJFQCwBGUqfpCdAeDA?lk3s=b59d6b55&x-expires=1725267600&x-signature=6ehqMYsvtBR9zTFzHXuYO1%2ByK7Y%3D&shp=b59d6b55&shcp=-,
14200000,231900000,True,14,12100000,704500,15700,4721,bridgerton,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oEofEujEQD0VAIHdmAQAqHFCClBgJEfgCUAiDA?lk3s=b59d6b55&x-expires=1725267600&x-signature=%2FhDDW5mh%2Bk78l%2B7E6Vd3BAi%2FYvg%3D&shp=b59d6b55&shcp=-,
39700000,1000000000,True,80,3700000,480400,10800,3259,,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oMgvqlAqEdBIl4kDIAC2bilw5AdpJiEZA0cAA?lk3s=b59d6b55&x-expires=1725267600&x-signature=LOtpnrG%2BYGNyTZUpkwANzccNqXE%3D&shp=b59d6b55&shcp=-,
5700000,105900000,True,43,4200000,525800,110100,4856,netflix,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oQfGAENQT8SDmIz4g7enffEWFEArFAUib8BzAI?lk3s=b59d6b55&x-expires=1725267600&x-signature=mL7XCZvNZuVcN8F24nsocJDBdq4%3D&shp=b59d6b55&shcp=-,
5700000,105900000,True,19,2300000,305900,71700,3605,netflix,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/owAADCrmPE1AAVsIazYfCFlWBDUXYJEueYUPXQ?lk3s=b59d6b55&x-expires=1725267600&x-signature=CHJByn4jo2qA85zIM%2Fc5MT%2FlFSA%3D&shp=b59d6b55&shcp=-,
25200000,499400000,True,86,2700000,209500,1053,501,NiUnaMas,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ooFQkMzYQe8ESfvE3fqM8CMrGLAXAAzgAmlMgm?lk3s=b59d6b55&x-expires=1725267600&x-signature=VgUiblmRo%2BAt7kR8XMYNEH1jUM8%3D&shp=b59d6b55&shcp=-,ni una ma
10400000,304100000,True,15,5100000,426700,3603,1789,cantbuymelove,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oEAgAIKAsn1QwA7eeAQfBdPounEGSSLfAXeMYv?lk3s=b59d6b55&x-expires=1725267600&x-signature=Ec9tyg3jdfjTJvVaoaj%2Bc0%2BI8%2Fg%3D&shp=b59d6b55&shcp=-,
4800000,123900000,True,37,3000000,359700,4767,1299,hierarchy,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8rnqZJIvmumiASiRABwIAYmnAlApBiNlKAYE?lk3s=b59d6b55&x-expires=1725267600&x-signature=sVh5%2Bwrh5IVfIsHTyl5DJYKCXwY%3D&shp=b59d6b55&shcp=-,
25200000,499400000,True,15,12000000,833400,36500,3487,losdetectivesdifuntos,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o0GCfLAA2FsyACJAxmxMVsQAjEErfB1DIsaMwH?lk3s=b59d6b55&x-expires=1725267600&x-signature=1SzdIk7ubFpP0b%2FbLmHqvehIVRE%3D&shp=b59d6b55&shcp=-,
3000000,90500000,True,63,6500000,232600,19300,2466,netflix,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okTq2vAlERibAzgAZAbW7IikBsAYVBnACIZVr?lk3s=b59d6b55&x-expires=1725267600&x-signature=DLKi0XGQ20SHcwAVNCQZ%2B5fcOjA%3D&shp=b59d6b55&shcp=-,
25200000,499400000,True,17,5100000,381600,3547,876,,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o8JNeX7IAAAtArsegQL8NXSGXemsHaiICEEJsg?lk3s=b59d6b55&x-expires=1725267600&x-signature=%2FD8mQZ1VI0XzyaONhXhhNJyhMQY%3D&shp=b59d6b55&shcp=-,
25200000,499400000,True,52,1800000,209400,35100,808,obx,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUAFAe3pylZQeI4AeDGo1IZkk0RWIfLAA6VJMW?lk3s=b59d6b55&x-expires=1725267600&x-signature=7FHhjt6hqr0dZucB%2BNAfxMXaeTg%3D&shp=b59d6b55&shcp=-,
39700000,1000000000,True,27,36600,589,8,41,,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ow8N5QBMAAAeAr7KAELCnIkGdeRjeCEIHEEDOI?lk3s=81f88b70&x-expires=1725267600&x-signature=G5Li5JcOdpcRBBg847ARVrcK5pA%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,30,75400,3271,56,38,emilyinparis,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ogNnGDgMQADKEf3EItAcyHAjArWfak8f2AjMPQ?lk3s=81f88b70&x-expires=1725267600&x-signature=Mq1Hm3j8IVEm0slVIbC%2FftCIXuw%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,24,362500,36100,169,128,,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/okJBgABAiDmAIZiwz0BAq8vf9j7KBOBZNEBU6z?lk3s=81f88b70&x-expires=1725267600&x-signature=LBMIGau32R9QRS5VoczGe8Nvxwg%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,0,129300,17100,835,346,heartstopper,https://p16-sign.tiktokcdn-us.com/tos-useast5-i-photomode-tx/79d04edce35446ca9c4e668b0283e573~tplv-photomode-image.jpeg?lk3s=81f88b70&x-expires=1725267600&x-signature=afNhLqJq%2FK2xamk4BDrOQBVPuos%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,54,1900000,178200,33200,1710,,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/owvHANNEcHEezA0mAVAIVwgF1fDjMdCSDDXCg6?lk3s=81f88b70&x-expires=1725267600&x-signature=j0Y716omnQbEv9rw%2BpgAowxQMvE%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,96,37700,957,9,19,emiliaperez,https://p19-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEA2Ae2IGHGNLAfExbIc3tIPmEkQNcKAXCrfDA?lk3s=81f88b70&x-expires=1725267600&x-signature=ez6QkZHkzqrfsn9Ragua1MGutw4%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,94,226700,13400,2288,81,jackwhitehall,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oQe5A1zDzNIjEAIymj4LeEGGEPAYmIrNZekAAH?lk3s=81f88b70&x-expires=1725267600&x-signature=6Cecf%2BdJtqS8yO8uH%2BlxV8nnMXk%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,14,1100000,70100,396,109,wednesday,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ogVCVFDtAjbfD2zuVmcFATSMvAECIAeFDDNSEg?lk3s=81f88b70&x-expires=1725267600&x-signature=43Xg1UErx%2BXvhWXYSoTyjyyyShg%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,17,339500,8982,4034,252,,https://p19-sign.tiktokcdn-us.com/obj/tos-useast8-p-0068-tx2/f99c1a21d38642b2a89853e8252b35d9_1724681796?lk3s=81f88b70&x-expires=1725267600&x-signature=Xjs4dAmWsua1XbwXt9gxQ1nCnos%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,135,1600000,141800,18200,705,emilyinparis,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEWSSADNmAeYHHRAQeDOMryEkAx8gerAErQAQM?lk3s=81f88b70&x-expires=1725267600&x-signature=y3RpaqDc%2FhJZiM%2B%2FxjshyqM2m0Q%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,6,78000,5765,153,61,brooklynninenine,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/o4gikbQdAwAEsB3qiAHmqZMTDdI45XlvAAwQx?lk3s=81f88b70&x-expires=1725267600&x-signature=2XnZ%2FgWyc%2FEWxjmVR55h6me%2FTh8%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,7,680000,68200,740,353,interviewwithavampire,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEQsAMiQYAXpHeD8EA1trkNQMMrilAfKQgfEAZ?lk3s=81f88b70&x-expires=1725267600&x-signature=pc3zxaweKZcokRJP1VV2ysP0%2F2o%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,13,89300,2092,40,42,loveisblinduk,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oo4EPZ8IvjmsiAtiBAB9Hg4zjAkAIDxglcA9E?lk3s=81f88b70&x-expires=1725267600&x-signature=4ctWjO4pJI2piMYUCKKUVqabF2A%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,85,363600,45100,152,125,that90sshow,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-85c255-tx/719b19cb554243b291b1cb546d725dec_1724518812?lk3s=81f88b70&x-expires=1725267600&x-signature=oCZATIS3lAuE4IubYshupHYWUOM%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,12,78700,2192,24,38,theunion,https://p19-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEyfIAJBzB39ES0iiAAO5AEiBBbJPZAw5KIyDI?lk3s=81f88b70&x-expires=1725267600&x-signature=tZH2dbL2lO2NdAka2%2BZ9LmmMVcM%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,42,1300000,56600,1408,392,loveisblinduk,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ocfQIZWADACEAwg9gGDASmIByEAQpxVPMFZCDf?lk3s=81f88b70&x-expires=1725267600&x-signature=dvV1wogFmes%2FMKsTXCIW9Zhp9Oc%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,57,1800000,61000,2854,2128,loveisblinduk,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/o8GNkAG4EHEIADoIeEAAIsALfYI3GHbwhAfrkx?lk3s=81f88b70&x-expires=1725267600&x-signature=%2Ft7HC4MNy21Gf6BuhLpDuoXISoM%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,52,143000,8812,397,74,loveonthespectrum,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEDDAmOCdgFECMFVKfIA9IASD4gfxywIADyEXD?lk3s=81f88b70&x-expires=1725267600&x-signature=UpVyImd2dB0lIPvxC6mFjtmkGao%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,65,102800,2690,21,70,,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oM3A8BZsk4AHRiOA5idVDg1E4lIAPAjvzgZCI?lk3s=81f88b70&x-expires=1725267600&x-signature=2JIgViIaO4bkS8%2FR%2FY60BYwfaxE%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,71,89000,2657,27,43,loveisblinduk,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oQePNHQoTAGdA8ATIlGEEKGQWkLmrktI0AofeA?lk3s=81f88b70&x-expires=1725267600&x-signature=VhL1oltmHB%2BGIhcj4j%2BtGa0ngIk%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,25,85400,3113,17,37,theunion,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/okICRFmFICAYD6DEQfdoASAgEfDUIyrIFGaAVR?lk3s=81f88b70&x-expires=1725267600&x-signature=h%2BgROtHnGkAdWjWfqOtWi%2BuGngs%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,59,56900,1181,11,25,loveisblinduk,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oUE9AtCkfLMAkENAQNIGqneAgAmfAsq0Hkh96r?lk3s=81f88b70&x-expires=1725267600&x-signature=6pOwNONtG%2Bku1nyRyRdhxWGPJ8E%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,45,114800,2928,25,58,loveisblinduk,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEAADCTmSEyAAVyI0FIfCFXyDD4J7FExeOnOtg?lk3s=81f88b70&x-expires=1725267600&x-signature=HYBt7fCetoWIsYk4GdYH14gHCEs%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,5,64700,1894,133,38,kathandkim,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oQHECNg0EFAlvxBgIVMDSmxetT3HxhmG0DgfBG?lk3s=81f88b70&x-expires=1725267600&x-signature=yJVoTGYOwBnqo6o2p3kKiKPy4eU%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,60,375300,25200,1577,102,,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/okHjwYBAAIzAiDCTZJfBKPA6Y6YHK5BVAiBh8E?lk3s=81f88b70&x-expires=1725267600&x-signature=btdKs4%2Fj7cgtUUHZaPBQ9migGG0%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,64,115200,4175,81,44,loveisblinduk,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oEWAI4tvMizDBAHkTcZSPz7HDslAAimEjZgBA?lk3s=81f88b70&x-expires=1725267600&x-signature=QIYre%2FI%2FYS8kRsRGRieoW3pTUTA%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,38,217900,20500,224,174,incoming,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ooUAk4DgIdsi1bEAgl8ilCLvJBSAGgZAYZGGA?lk3s=81f88b70&x-expires=1725267600&x-signature=YCgQTkI8ammoxYr%2BNv2%2B539%2Bd7U%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,62,138000,2980,56,112,,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/ocGEfLErkGNDj3ExTAAeAgi3EehTCmHIpgIAJA?lk3s=81f88b70&x-expires=1725267600&x-signature=dN%2BqpcFJuv%2Bn14VdDGxJ3xsmY6k%3D&shp=81f88b70&shcp=-,
14200000,231900000,True,33,1900000,315100,3389,2088,devoltaaos15,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fa84479b0833470a9b51fb94b0944034_1724603626?lk3s=b59d6b55&x-expires=1725267600&x-signature=eFrZV%2BChimSN%2FhsZi7KWP9%2BrhF8%3D&shp=b59d6b55&shcp=-,
141400,1500000,True,19,19100,121,13,3,drivetosurvive,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ok6PqsAzfAIOfKz7CDjMAaCu5EDoFIW0BfQQ0o?lk3s=b59d6b55&x-expires=1725267600&x-signature=JfnK%2F9kXK9SWihEueKg8jjs37LM%3D&shp=b59d6b55&shcp=-,
2100000,29400000,True,49,8500000,234600,8176,2720,افلام,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/3eb5e57f0a234ed48699cc9a795f03c7_1704995915~tplv-dmt-logom:tos-alisg-i-0068/oEPAsisIBAAgi8RrFCEECZYLm6AaETAlRBJAq.image?lk3s=b59d6b55&x-expires=1725267600&x-signature=4vKR3x%2BHRD7zxjiCiuqzBfPgdC8%3D&shp=b59d6b55&shcp=-,
25200000,499400000,True,6,2700000,195100,7398,971,unasuntofamiliar,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oU7tISO5tGAbfwAYAPLxCrNAEEeg2EZGQEeoYI?lk3s=b59d6b55&x-expires=1725267600&x-signature=4R1hoO9rD9aIrlZNt6dWCnOjucQ%3D&shp=b59d6b55&shcp=-,
1200000,11000000,True,27,2600000,49200,39300,2077,بدر_منصور,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oMBoA2iu18eSPEtBIkDneWb4Quligkz8BU6cqR?lk3s=b59d6b55&x-expires=1725267600&x-signature=8WNAOBCwWUDEfY8%2BG9buqb0ijS4%3D&shp=b59d6b55&shcp=-,
39700000,1000000000,True,34,55600,1839,15,50,,https://p19-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oUA3NT8FDIDg5F7YAvFASwVPeCfFmADEEDgzCx?lk3s=81f88b70&x-expires=1725267600&x-signature=XTOW4PpSdvHuI0LJw1D7%2FLzbLEo%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,31,442200,24000,2745,304,loveisblinduk,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/okfzTkKDBcBYLFriuui3dEA7BoAbIwBwtNAJqA?lk3s=81f88b70&x-expires=1725267600&x-signature=LJfb%2FAV0qmUwlApNxZIlotOGu6w%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,44,209000,22800,761,112,thegoodplace,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oIoC4DkiZPylABHTAbIGKAIRF0sAEgWrAiisS?lk3s=81f88b70&x-expires=1725267600&x-signature=aViJb4qXMXgX%2FqciTcLYX0JxR2s%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,112,77000,2805,22,42,austok,https://p19-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oopzAFB0imPiuHMAnwHEYn96Kh1rBBA2Bf3IKp?lk3s=81f88b70&x-expires=1725267600&x-signature=xfS06EwQ3m0PYpc1EQ8SWslMAr0%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,98,60400,1809,18,32,loveisblinduk,https://p19-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/o0QK0YiDmArFlEJlBXEswnwEBfAqiBAs7BAzmI?lk3s=81f88b70&x-expires=1725267600&x-signature=zLBcB9NVvoYMnavkS%2F%2B8pSBkVJg%3D&shp=81f88b70&shcp=-,
39700000,1000000000,True,119,71800,1842,5,18,loveisblinduk,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/oENAkxEChEEEGALrfHBIeNAAAiErAqeDyGMGIH?lk3s=81f88b70&x-expires=1725267600&x-signature=bjHYbfTzGY7zKnUMz0eeMlpUUfs%3D&shp=81f88b70&shcp=-,
